UID,Drug_Name,Condition,Rating
4458ra21,Flagyl,Diverticulitis,9
iyc2dfrg,Aczone,Acne,1
3leutp70,Nucynta,Pain,5
sy3ncwgw,Trintellix,Depression,3
49xvz389,Phentermine,Weight Loss,10
dt0jku7v,Azithromycin,Bronchitis,10
3ahp9tli,Terbinafine,"Onychomycosis, Toenail",1
k9qiwy1b,Ethinyl estradiol / etonogestrel,Birth Control,8
synuzaxm,Accutane,Acne,10
euxxibx0,Drospirenone / ethinyl estradiol,Acne,4
mlhd9zbs,Drospirenone / ethinyl estradiol,Birth Control,4
2n5vetzw,Qvar,"Asthma, Maintenance",9
hgpn8oba,Aspirin,Back Pain,9
pad3x324,Levofloxacin,Urinary Tract Infection,9
teywszlm,Zaleplon,Insomnia,10
ums99z8p,Letrozole,Breast Cance,10
zueoyesj,Ethinyl estradiol / etonogestrel,Birth Control,7
yc8rjjyf,Citalopram,Anxiety and Stress,3
ps49oh7h,Citalopram,Depression,9
88nihy7q,Alprazolam,Depression,10
hj03n13h,Mirtazapine,Insomnia,1
e99y0l5a,Diclegis,Nausea/Vomiting of Pregnancy,8
waa7ck7e,Ethinyl estradiol / norethindrone,Birth Control,5
bujydnde,Ultram,Pain,8
n2v4v51j,Etonogestrel,Birth Control,10
7r3fjswq,Mononessa,Birth Control,10
r90ty04i,Bisoprolol / hydrochlorothiazide,High Blood Pressure,7
kj3yxhij,Ethinyl estradiol / levonorgestrel,Birth Control,1
opa4xmnb,Bactrim,Urinary Tract Infection,1
4lhneceo,Arthrotec,Osteoarthritis,9
8iwljdoi,Nuvigil,Narcolepsy,8
ctikde7d,Venlafaxine,Depression,1
frdsct44,Metronidazole,Bacterial Vaginitis,10
73nlxqgk,Beyaz,Premenstrual Dysphoric Disorde,9
arwaj4yp,LoSeasonique,Birth Control,1
p1ajw8mq,Cymbalta,Depression,10
5pvln91x,Hydroxyzine,Sedation,1
aqjl4lj0,Varenicline,Smoking Cessation,10
bnl9i9oy,Lyza,Birth Control,1
0lbxvudt,Ethinyl estradiol / norethindrone,Birth Control,5
506e85m9,Benzonatate,Cough,7
tkvfneje,VESIcare,Urinary Incontinence,10
7foxfw5a,Viibryd,Depression,10
q3r327z7,Pentasa,"Crohn's Disease, Maintenance",9
ampip7od,Contrave,Obesity,10
yj5ca2f9,Dextromethorphan,Cough,6
hh293cd4,Zyban,Smoking Cessation,7
9uswwyxm,Zoloft,Depression,7
3n05cb49,Zyprexa Zydis,Bipolar Disorde,9
kfkumsux,Belviq,Weight Loss,1
ip32y0j5,Desogestrel / ethinyl estradiol,Birth Control,4
9vpzk6wu,Levonorgestrel,Birth Control,10
zcxemcn4,Etonogestrel,Birth Control,7
4owsb0bg,Myrbetriq,Overactive Bladde,10
ujf6v8x0,Zoloft,Postpartum Depression,10
ibjoj2z6,Buspirone,Panic Disorde,1
o80duxhs,Levomilnacipran,Major Depressive Disorde,1
eh8k8y4c,Lorcaserin,Weight Loss,9
oqvsiawe,Junel Fe 1.5 / 30,Birth Control,9
llilwq1u,Isotretinoin,Acne,10
xwfptmmv,Bupropion / naltrexone,,9
1bj49pjv,Xulane,Birth Control,1
suvmfqhn,Paroxetine,Depression,6
xroo7z7g,Levonorgestrel,Birth Control,2
y6ws3u6x,Cosentyx,Plaque Psoriasis,1
2bbqz4o7,Reclipsen,Birth Control,7
5ur9du2p,Citalopram,Anxiety and Stress,10
ss1upwwo,Levofloxacin,Bronchitis,4
9sso5gfj,Mirena,0</span> users found this comment helpful.,5
bbv6f5gf,Escitalopram,Anxiety,10
v4jochbe,Eluxadoline,Irritable Bowel Syndrome,8
qg541qho,Ethinyl estradiol / norgestimate,Acne,1
409pz4lw,Etonogestrel,Birth Control,10
i7wrqh2g,Paxil,Anxiety,9
1xvtmgzl,Prochlorperazine,Nausea/Vomiting,1
4q04teum,Accutane,Acne,8
upev67f7,Diphenhydramine,Insomnia,1
t98ed1gb,Imitrex,Migraine,9
m5ho3ccj,Tamsulosin,Overactive Bladde,5
tzq389yi,Aluminum chloride hexahydrate,Hyperhidrosis,10
b6eiamup,Nexplanon,Birth Control,1
iftvp09u,Cipro,Urinary Tract Infection,9
uzgfx0fc,Aluminum chloride hexahydrate,Hyperhidrosis,8
r2chpw7y,MiraLax,Constipation,10
812uc4w7,Zetia,"High Cholesterol, Familial Heterozygous",1
fnvwcebr,Lexapro,Depression,10
9le7uk7m,Sertraline,Panic Disorde,9
av7ducrk,Lortab,Pain,10
19sejitq,Tramadol,Pain,10
zar4py7o,Lamotrigine,Bipolar Disorde,10
tycbhz8a,Methylphenidate,ADHD,10
1t433pfu,Suprep Bowel Prep Kit,Bowel Preparation,7
7coajgjz,Narcan Injection,Reversal of Opioid Sedation,8
9n34d141,Esgic,Headache,9
j4uftwit,Diphenhydramine,Insomnia,8
zpk3gjwo,Gabapentin,Insomnia,1
yfpioqi5,Skyla,Birth Control,9
5z3s5pjl,Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,10
8pwe4ugb,Rituximab,Non-Hodgkin's Lymphoma,9
3xk2w0d2,Ethinyl estradiol / norethindrone,Birth Control,5
0q928h3b,Ativan,Status Epilepticus,10
ufw13pjx,Fluticasone / vilanterol,Asthma,6
2zhaknbi,Levonorgestrel,Birth Control,1
5d5xy8hp,Plan B,Emergency Contraception,10
xv5ecccb,Quetiapine,Major Depressive Disorde,10
pdjsy9a0,Voltaren Gel,Osteoarthritis,10
bd2ndoug,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,3
9fuiind8,Klonopin,Anxiety,8
6ubcjqfo,Celexa,Depression,10
dcjwfes7,Hydroxyzine,Anxiety,8
wsqwgx9u,Crestor,"High Cholesterol, Familial Homozygous",10
7s6283y5,Norethindrone,Birth Control,10
vhrikgpi,Amitriptyline,Migraine Prevention,10
00rk8fb5,Genvoya,HIV Infection,2
12y7adfi,Belviq,Weight Loss,9
q2a5aogo,Ropinirole,Restless Legs Syndrome,10
af5grv7l,Tacrolimus,Atopic Dermatitis,3
ul2ctjv6,Levonorgestrel,Birth Control,2
d0a8y5qh,Latuda,Bipolar Disorde,8
tjr6dvtt,Ethinyl estradiol / norelgestromin,Birth Control,1
00yt9sqw,Ethinyl estradiol / levonorgestrel,Polycystic Ovary Syndrome,6
8crvjzz4,Contrave,Weight Loss,1
1k99yv4i,Mucinex D,Cough and Nasal Congestion,5
c8yzoen7,Epiduo,Acne,7
i7navmbn,Tadalafil,Erectile Dysfunction,10
94mbxnss,Metronidazole,Bacterial Vaginitis,8
jn3aqdck,Adapalene,Acne,9
mg2zikyp,Ethinyl estradiol / norethindrone,Birth Control,10
ch6o1utt,Bupropion / naltrexone,Obesity,9
bnqmwst8,Klonopin,Bipolar Disorde,9
evgw0as5,Nabumetone,Rheumatoid Arthritis,10
awx8rcal,Duloxetine,ibromyalgia,4
q0ln8a1l,Supartz,Osteoarthritis,1
yci0a6bt,Levonorgestrel,Emergency Contraception,10
pc4x5e24,Levofloxacin,Sinusitis,1
zsna4xox,Sertraline,Depression,7
ly8b07no,Valtrex,"Herpes Simplex, Suppression",1
f6igj0pd,Tenuate,Obesity,5
l3ej1hdk,Ethinyl estradiol / norethindrone,Birth Control,10
bexn3fx4,Clonazepam,Periodic Limb Movement Disorde,8
2aku9prp,Bisacodyl,Constipation,5
cgx90xnt,Ethinyl estradiol / norethindrone,,7
sl6gsjz4,Tramadol,Depression,10
s21obnqy,Fluoxetine,Obsessive Compulsive Disorde,9
u7gj6e10,Imiquimod,Keratosis,9
36v9f1yz,Ethinyl estradiol / norethindrone,Birth Control,1
x7omipn2,Levonorgestrel,Emergency Contraception,10
b644j4xm,Ethinyl estradiol / levonorgestrel,Birth Control,8
8su1zn3w,Exenatide,"Diabetes, Type 2",4
k2a0q9y8,Methylprednisolone,Allergic Rhinitis,2
svn4e6w6,Empagliflozin,"Diabetes, Type 2",10
b66bb2ri,Amoxicillin / clavulanate,Sinusitis,4
wlnclcvk,Beclomethasone,"Asthma, Maintenance",4
es3hubn4,Ropinirole,Restless Legs Syndrome,1
2ttwaegh,Aripiprazole,Depression,8
fw2aw6k8,Trazodone,Sedation,9
58hjolfz,Trazodone,Insomnia,10
18lp5tl5,Ethinyl estradiol / etonogestrel,Birth Control,7
fxre60s9,Vancomycin,Clostridial Infection,1
vyj6sht6,Fenofibric acid,High Cholesterol,8
c219cm3k,Victoza,"Diabetes, Type 2",9
qcvoxf4o,Phenergan,Sedation,3
gafcbmlh,Moxifloxacin,Sinusitis,1
ffk58hoo,Dulaglutide,"Diabetes, Type 2",5
60kgqlvu,Yaz,Birth Control,9
au1nf394,Nitrofurantoin,Urinary Tract Infection,7
s2zaqb14,Ethinyl estradiol / norelgestromin,Birth Control,10
wwq0sd2r,Mirena,Birth Control,3
eklwwu1j,Moxifloxacin,Sinusitis,8
qi2knswx,Lamotrigine,Bipolar Disorde,8
4ouhdjsr,Desvenlafaxine,Major Depressive Disorde,10
fzilbgjy,Tramadol,Pain,9
2ad1tu4s,Levonorgestrel,Emergency Contraception,10
w2hksewk,Clonazepam,Panic Disorde,8
xh3vtwy2,Panlor SS,Pain,8
lepft4qp,Ativan,Anxiety,9
a0d50oni,Buprenorphine,Chronic Pain,10
bxzqn3xs,Escitalopram,Anxiety,9
stz1rgrp,Klonopin,Anxiety,8
twf6g5t3,Nexplanon,Birth Control,5
iv18eiap,Drospirenone / ethinyl estradiol,Birth Control,2
dy6ejuq5,Silenor,Insomnia,8
sdrpgyo4,Medroxyprogesterone,Birth Control,10
tc4n9a7p,Adderall,ADHD,8
p02mvtm1,Toprol-XL,Supraventricular Tachycardia,10
ivu632j2,Silenor,Insomnia,10
qde4so1x,Buspirone,Panic Disorde,10
9tivuyh5,Depo-Provera,Birth Control,1
ep7ezoko,Ethinyl estradiol / levonorgestrel,Birth Control,8
hqmf6r7t,Viibryd,Depression,1
ya410nbj,Topamax,Migraine Prevention,6
tyew8h5b,Plan B One-Step,Emergency Contraception,5
kv1zyy58,Amphetamine / dextroamphetamine,ADHD,9
9tqirekn,Tioconazole,Vaginal Yeast Infection,10
x32eqn6j,Mucinex D,Cough and Nasal Congestion,7
174q2pjw,Estrace Vaginal Cream,Hypoestrogenism,9
mduxxe5y,Oxymorphone,Pain,10
ic937w26,Venlafaxine,Depression,10
pamxy4av,Methylnaltrexone,"Constipation, Drug Induced",8
rbndy67n,Spironolactone,Acne,7
bk6sawaf,LoSeasonique,Birth Control,3
odddgza9,Linzess,Irritable Bowel Syndrome,9
z4sutqos,Morphine,Pain,8
pixbry0c,Cyclobenzaprine,Sciatica,10
8ra12yxn,Xanax,Anxiety,10
u5q0jnpn,Ethinyl estradiol / norgestimate,Birth Control,2
548yclab,Citalopram,Depression,10
he7l0w4o,Etonogestrel,Birth Control,8
d0gb2b4r,Adzenys XR-ODT,ADHD,3
wk2u2a9w,Benicar,High Blood Pressure,9
9pesnlrt,Skyla,Birth Control,8
qzdcje5w,Nexplanon,Birth Control,9
fr7iktd4,NuvaRing,Birth Control,1
f7ky61ds,Adipex-P,Weight Loss,9
qtn3ukf4,Canagliflozin,"Diabetes, Type 2",2
y48t5ki2,Levonorgestrel,Abnormal Uterine Bleeding,5
xpog8ghu,Zolmitriptan,Migraine,10
o49ah12j,Sofosbuvir / velpatasvir,Hepatitis C,5
ld06k56y,Terbinafine,"Onychomycosis, Toenail",1
wivzfv6t,Implanon,Birth Control,1
ee7q7jhv,Methadose,Pain,9
8ctsa9sd,Quetiapine,Bipolar Disorde,1
8kl5wyms,Calcitriol,Psoriasis,8
tf1qyty3,Alesse,Birth Control,5
cz42gvhy,Hyaluronan,Osteoarthritis,10
jzke8fop,Esomeprazole,Erosive Esophagitis,9
39yvniki,Emtricitabine / rilpivirine / tenofovir,HIV Infection,8
108refnh,Lexapro,Anxiety,7
6u6ff1d7,Mirena,Birth Control,7
35ujxvjo,Citalopram,Depression,9
86uauafy,Lo Loestrin Fe,Birth Control,10
6yz5ko85,Citalopram,Depression,10
343l2ha7,Exenatide,"Diabetes, Type 2",10
vl5t4ztc,Etonogestrel,Birth Control,1
nxeye1wd,Desvenlafaxine,Major Depressive Disorde,9
28mtmw2z,Quetiapine,Depression,9
w49cqg60,Medroxyprogesterone,Birth Control,2
a18rch1f,Ethinyl estradiol / norethindrone,Birth Control,10
2beyphz7,Nexplanon,Birth Control,5
uv7g3liw,Didrex,Obesity,10
0jyzk5kt,Invokana,"Diabetes, Type 2",1
hp0bp19e,Prozac,Obsessive Compulsive Disorde,10
l2pfl776,Dextroamphetamine,ADHD,10
mwzz1db5,Atomoxetine,ADHD,10
1h6jz1h5,Cyclobenzaprine,Muscle Spasm,10
5byak3tw,Etonogestrel,Birth Control,1
ya2hidlu,Zomig,Migraine,10
du2m30zw,Colesevelam,High Cholesterol,10
8kuovpcs,TriNessa,Birth Control,10
73vsu07m,Buprenorphine,Chronic Pain,10
f5ka7eru,Viorele,Birth Control,8
0p6x4lwx,Vortioxetine,Depression,2
442gq3k5,Fiorinal with Codeine,Headache,10
vl296i1b,Adderall XR,ADHD,10
ughtuxpu,Diazepam,Anxiety,10
nhvftcvo,Adderall,ADHD,9
57es391o,Liraglutide,Obesity,1
m81xn0fs,Liraglutide,"Diabetes, Type 2",10
sn1a7ikq,Codeine,Pain,10
y9yz8xrh,Epiduo,Acne,10
kgbvld0y,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,2
3u77cp37,Paroxetine,Hot Flashes,1
0gt21051,Kerydin,"Onychomycosis, Toenail",2
6io780dm,Amitiza,"Constipation, Drug Induced",8
d3a06n3f,Requip,Restless Legs Syndrome,1
8bectoh5,Ethinyl estradiol / levonorgestrel,Birth Control,3
ak11d8zi,Aripiprazole,Depression,10
ifnc53my,Lexapro,Bipolar Disorde,3
8seknsaq,Clarithromycin,Tonsillitis/Pharyngitis,1
ujtb7xgz,Testosterone,,8
9b6yz3f4,Plan B One-Step,Emergency Contraception,10
ioth30hh,Oxybutynin,Overactive Bladde,10
dp61v1ro,Varenicline,Smoking Cessation,1
gdra8xhj,Thyroid desiccated,Underactive Thyroid,10
85pu5mvm,Arimidex,Breast Cance,10
rn6rtu38,Pylera,Helicobacter Pylori Infection,7
mcuk184k,Dextroamphetamine,ADHD,10
tloaa3v1,Effexor,Depression,6
pdnunlc9,Etonogestrel,Birth Control,10
qa8fxbpe,Ortho Tri-Cyclen,Birth Control,3
c0v2iive,Nexplanon,Birth Control,10
gerhieav,Implanon,Birth Control,10
qzkpik3z,Phentermine / topiramate,Obesity,9
rxn5lges,Vyvanse,ADHD,9
05lnj3w0,Monodox,Acne,8
p5sig1en,Citalopram,Generalized Anxiety Disorde,9
finpjfuz,Implanon,Birth Control,5
jvs25q21,Docetaxel,Breast Cance,2
zmxmo1q8,Midazolam,Light Sedation,10
urm6lnzy,Tramadol,Pain,7
kc8hw8ql,Liraglutide,Obesity,4
y0m1utug,Prednisone,ibromyalgia,8
dqgj9hee,Tocilizumab,Juvenile Idiopathic Arthritis,9
j7fx64k1,Plan B,Emergency Contraception,10
qifqc89z,Etonogestrel,Birth Control,2
1xacvavs,Metoprolol,Atrial Fibrillation,10
yz5rr9wn,Doryx,Acne,6
cbzd8ybv,Isotretinoin,Acne,10
1fl0we2a,Levaquin,Bacterial Infection,10
epz7fvnx,Aluminum chloride hexahydrate,Hyperhidrosis,10
u4649rtx,Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,8
pbjme09f,Plan B One-Step,Emergency Contraception,10
77hizppz,Cefuroxime,Sinusitis,2
tg0tczni,Escitalopram,Anxiety,9
etpgwzrn,Enbrel,Psoriatic Arthritis,10
i74ohn9v,Dolutegravir,HIV Infection,9
kgaglp72,Fluvoxamine,Depression,10
0mtmodmo,Plan B,Emergency Contraception,10
2o4m99mv,Mirena,Birth Control,10
j6q2q0ko,Ethinyl estradiol / norgestimate,Birth Control,2
nge1itgk,Depakote,Epilepsy,10
31zn1fyt,Moxifloxacin,Pneumonia,9
92wtqk53,Oseltamivir,Swine Flu,8
vl3stglz,Testosterone,"Hypogonadism, Male",3
8t0jvrts,Zohydro ER,Pain,10
57av5x3o,Zoloft,Social Anxiety Disorde,4
hedazg99,Sitagliptin,"Diabetes, Type 2",10
987w5i6t,Adalimumab,Psoriatic Arthritis,9
yhoyu4fw,LoSeasonique,Polycystic Ovary Syndrome,10
q2lpwjt8,Duloxetine,Generalized Anxiety Disorde,10
xphifkmq,Octreotide,Carcinoid Tum,10
26f0xddj,Seroquel,Depression,9
a11ztdpg,Celexa,Depression,10
gt2pwc9b,Adapalene / benzoyl peroxide,Acne,9
l2gho0qf,Norethindrone,Birth Control,1
g9cccwo1,GoLYTELY,Bowel Preparation,1
tnroeb1b,Levonorgestrel,,2
fvfl0bn1,Eszopiclone,Insomnia,3
j9m5wk5q,Duloxetine,Depression,7
x6m02voy,Metronidazole,Giardiasis,9
lcuma3eh,Naproxen,Pain,10
4o84iira,Etonogestrel,Birth Control,5
qol5poan,Lexapro,Generalized Anxiety Disorde,9
t7txxn99,Lisdexamfetamine,Binge Eating Disorde,5
41i20yuy,Topamax,Tourette's Syndrome,9
4by61id3,Amitriptyline,Migraine Prevention,9
3kxszvha,Ethinyl estradiol / etonogestrel,Birth Control,10
uf7b9azg,Copper,Birth Control,5
t3etupgh,Lurasidone,Bipolar Disorde,3
bn2loscc,Bicalutamide,Prostate Cance,10
sh7fn4z4,Olanzapine,Depression,9
0ynor3i5,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,7
zhry4h3a,Humira,Psoriasis,10
jfbtjg83,Lexapro,Major Depressive Disorde,6
r8jki3x4,Hydroxychloroquine,Dermatomyositis,8
7njgmdd1,Liletta,Birth Control,10
d69o3z8d,Tegretol,Bipolar Disorde,9
qc6941pm,Xenical,Obesity,9
ww6uedar,Suboxone,Opiate Dependence,10
505i9na8,Medroxyprogesterone,Birth Control,5
ucxm2b2l,Ethinyl estradiol / levonorgestrel,Birth Control,10
fn4gzsw1,Eszopiclone,Insomnia,10
aof7xy13,Etonogestrel,Birth Control,1
k4q6nx73,Flonase,Allergic Rhinitis,9
m9evk9i5,Levonorgestrel,Emergency Contraception,5
sa5snfby,Tri-Sprintec,Abnormal Uterine Bleeding,2
gruevlu5,Oseltamivir,Influenza,10
a0kh4kap,Etonogestrel,Birth Control,6
6yvdv1xk,Metronidazole,Bacterial Vaginitis,5
pgy1a1d5,Gabapentin,Pain,7
oh7usp68,Benzoyl peroxide / erythromycin,Acne,8
2ma564ej,Fentanyl,Pain,9
f7lm2o14,Levonorgestrel,Emergency Contraception,10
daheoyro,Celecoxib,Osteoarthritis,7
olcuq6tm,Estradiol / levonorgestrel,Postmenopausal Symptoms,3
qos9vu3r,Depo-Provera,Abnormal Uterine Bleeding,1
zgka74sr,Clobetasol,Psoriasis,9
d8n0aokl,Nucynta,Pain,7
ee7lhyzr,Evamist,Postmenopausal Symptoms,6
nof2qx93,Ritalin,Narcolepsy,4
ddv86eoy,Ethinyl estradiol / etonogestrel,Birth Control,8
mrst93rh,BuSpar,Panic Disorde,3
1e3pthel,Glipizide,"Diabetes, Type 2",9
qav5okgk,Methylphenidate,Narcolepsy,9
zwslhjju,Dilaudid,Chronic Pain,10
ufjjengt,Benzonatate,Cough,8
ycs5rtoc,Doxycycline,Acne,8
uvv06b4n,Ethinyl estradiol / norgestimate,Birth Control,1
0jxffygz,Zoloft,Panic Disorde,3
febjiiwn,Drospirenone / ethinyl estradiol,Birth Control,5
mlrzfbc0,Lorcaserin,Weight Loss,9
6jyv0q5e,Bydureon,"Diabetes, Type 2",4
d67qcln4,Dicyclomine,Irritable Bowel Syndrome,9
ulwo6i38,Lexapro,Depression,9
k59gdemp,Escitalopram,Anxiety,9
vb3hygtv,Tarina Fe 1 / 20,Birth Control,7
t9ssj0uo,Valacyclovir,Cold Sores,9
klsl1nzn,Finacea,Acne,9
f9cgt2z3,Trileptal,Bipolar Disorde,7
rw2vmlno,Clindesse,Bacterial Vaginitis,10
p93gd7rj,Bactrim,Urinary Tract Infection,9
m1wm72do,OnabotulinumtoxinA,Migraine Prevention,1
2ocz784l,Desvenlafaxine,Depression,8
f7usy52w,Naproxen,Back Pain,9
crolji1q,Levonorgestrel,Birth Control,7
gfccstoz,Vyvanse,Binge Eating Disorde,10
ta2b91or,Implanon,Birth Control,6
etifey83,Ethinyl estradiol / norethindrone,Birth Control,1
r8m6cgv8,Aripiprazole,Tourette's Syndrome,10
v5y9s97b,Zoloft,Social Anxiety Disorde,10
e67ky5tr,Testosterone,"Hypogonadism, Male",9
2gws9j3g,Metronidazole,Trichomoniasis,10
9i798wge,Fluoxetine,Depression,9
vimfj9s8,Levonorgestrel,Birth Control,6
tatae3hs,Guanfacine,ADHD,8
s7kzp795,OnabotulinumtoxinA,acial Wrinkles,10
dme792yo,Drospirenone / ethinyl estradiol,Acne,1
qusjlntc,Liraglutide,Obesity,10
uxltqopq,Phentermine / topiramate,Obesity,1
1vvlzuue,Ethinyl estradiol / norethindrone,Birth Control,1
unr44dvp,Hydroxyzine,Anxiety,7
asuxx1ln,Zoloft,Social Anxiety Disorde,8
yff0lw9n,Magnesium citrate,Constipation,10
2o7e7r94,Depo-Provera,Endometriosis,10
vzbh457k,Doryx,Acne,9
lnabmwgp,Doxycycline,Pneumonia,1
tlluxd11,Medroxyprogesterone,Birth Control,2
9egy68c0,Dicyclomine,Irritable Bowel Syndrome,5
d0l0nqgh,Gabapentin,ibromyalgia,7
hadwwjkx,Ethinyl estradiol / norethindrone,Birth Control,8
vuvgvz4n,Diazepam,Muscle Spasm,10
gkl708nu,Rosuvastatin,"High Cholesterol, Familial Heterozygous",10
x6bvjkbk,Minastrin 24 Fe,Birth Control,6
pt3b4yc7,Primidone,Benign Essential Trem,9
lpf9lpky,Levonorgestrel,Emergency Contraception,10
av8b8g8c,Ultram,Pain,9
dgd0b4st,Lisdexamfetamine,ADHD,3
53tl0sea,Tri-Lo-Sprintec,Birth Control,2
2eq24jth,Etonogestrel,Birth Control,1
h2e6h076,Milnacipran,ibromyalgia,2
6z2avwqx,Paroxetine,Post Traumatic Stress Disorde,1
ks7s0uhf,Plan B,Emergency Contraception,4
7fwzohmu,Phentermine,Weight Loss,10
qjmyc2tu,Ethinyl estradiol / norgestimate,Birth Control,10
mx0lk0d8,Yasmin,Birth Control,1
m20jn63j,Isotretinoin,Acne,10
9m903raz,Estradiol,Atrophic Vaginitis,10
u0w518yg,Clonidine,Bipolar Disorde,6
qkedjzqs,ProAir HFA,"COPD, Maintenance",8
uqxnyt25,Topiramate,Migraine Prevention,9
a67st6gy,Cefprozil,Bronchitis,8
vjre36nt,Amitriptyline,Insomnia,9
e6401p1p,Phentermine,Weight Loss,4
73sxbpng,Fioricet,Headache,7
5omt75qr,Myrbetriq,Urinary Incontinence,7
cjzecgrb,Soma,Muscle Spasm,9
3wwgjug6,Nora-Be,Birth Control,10
cn7qo7hb,Comtan,Parkinson's Disease,1
5mka22hr,Etonogestrel,Birth Control,8
v5surcw0,Ethinyl estradiol / norgestimate,Birth Control,5
2gsso3p5,Alprazolam,Anxiety,8
q9nlwflu,Omega-3 polyunsaturated fatty acids,Hypertriglyceridemia,10
1zzyfmkb,Amphetamine / dextroamphetamine,ADHD,9
rqohygq6,Phentermine,Weight Loss,9
isw6jeir,Oxymetazoline,Nasal Congestion,1
z1mg2kc0,Bisacodyl,Constipation,4
xagh68jc,Metronidazole,Trichomoniasis,8
avvxppzm,Tenuate,Obesity,9
ua9xagq3,Zaleplon,Insomnia,1
dy21jno8,Miconazole,Vaginal Yeast Infection,5
jbb4qlab,Venlafaxine,Depression,1
jrbyxc2o,Implanon,Birth Control,1
8mvsqh6t,Adipex-P,Weight Loss,10
ku5v5cbm,Etonogestrel,Birth Control,1
f84gjxm1,Varenicline,Smoking Cessation,9
k751ryv4,Lisdexamfetamine,ADHD,10
qkwo747o,Oleptro,Depression,1
9qjnhn8h,Pristiq,Depression,2
grmef7ab,Miconazole,Vaginal Yeast Infection,6
fzpuu59i,Nexplanon,Birth Control,4
nhrzc7tj,Etonogestrel,Birth Control,1
mib0dy32,Minocycline,Acne,10
6wyb431b,Miconazole,Vaginal Yeast Infection,8
dc6xbxha,Tri-Sprintec,Acne,6
tfke4xfv,Adapalene,Acne,10
sdlls3ry,Wellbutrin,Depression,1
00cf294x,Atacand,High Blood Pressure,10
4nhy35xn,Alvesco,"Asthma, Maintenance",7
ik5w4t5e,Abilify,Bipolar Disorde,1
ngn9x3lc,Hydromet,Cough,1
9ka3jdbf,Symbyax,Depression,9
qh6ybagu,Namenda XR,28</span> users found this comment helpful.,3
4q5edir8,Bupropion,Smoking Cessation,9
u2qrxq6t,Medroxyprogesterone,Birth Control,6
oez3l9kn,Ethinyl estradiol / levonorgestrel,Birth Control,9
58fth3xl,Diazepam,Temporomandibular Joint Disorde,10
2qmlg9qn,Mirena,Birth Control,10
spiud6ok,Rivaroxaban,Pulmonary Embolism,10
js7l86fh,Phentermine,Obesity,8
6f0q661e,Varenicline,Smoking Cessation,9
ff2zadol,Citalopram,Anxiety and Stress,10
2u49b7xo,Atomoxetine,ADHD,3
k1hwh640,Implanon,Birth Control,2
yzgnoee8,Xanax XR,Anxiety,9
md293k0m,Drospirenone / ethinyl estradiol,Birth Control,4
vv9l5hg1,Saphris,Bipolar Disorde,6
91lzomwp,Copper,Birth Control,9
5qh45bwu,Lamotrigine,Bipolar Disorde,10
9gozwdng,Phentermine / topiramate,Obesity,10
t2vukbwp,Levothyroxine,Underactive Thyroid,1
tg8jdol5,Buprenorphine,Chronic Pain,10
sva2otk4,Macrobid,Urinary Tract Infection,8
3qemb0x3,Belviq,Weight Loss,9
39rbo0f9,Amlodipine,High Blood Pressure,3
ucmpbk76,Mirtazapine,Major Depressive Disorde,8
x9m6fhcr,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,10
16032h3d,Leuprolide,Prostate Cance,9
2x7dfl1q,Adalimumab,Psoriatic Arthritis,8
4tsynits,Celebrex,Pain,8
h35iocue,Seroquel,Bipolar Disorde,3
w1nxt8iy,Amoxil,Sinusitis,2
oh2mxr1y,NuvaRing,Birth Control,6
dt125n8d,Levonorgestrel,Abnormal Uterine Bleeding,10
qdnbw6bo,Ethinyl estradiol / norethindrone,Birth Control,8
59yvbupx,Sildenafil,Erectile Dysfunction,10
r3in76wm,Liletta,Birth Control,9
j58qvyum,Levonorgestrel,Birth Control,9
n1kkcl1w,Voltaren,Sciatica,6
6e0xfi8b,Propranolol,Benign Essential Trem,10
yz0buegp,Sertraline,Depression,8
yvtsgqco,Codeine / guaifenesin,Cough,8
lqqsxhfl,Cymbalta,Depression,10
bxuzbogj,Ethinyl estradiol / norethindrone,Birth Control,1
7r6m6f6c,Suboxone,Opiate Dependence,8
97tcohzf,Quetiapine,Bipolar Disorde,9
r7m7gfi4,Clindamycin,Bacterial Infection,1
mkoeoaug,Plan B,Emergency Contraception,10
uqrwq5qk,Apremilast,Psoriatic Arthritis,1
9vvtiquw,Drospirenone / ethinyl estradiol,Birth Control,9
os9aqe77,Hydromorphone,Pain,10
ryksi3zz,Ibuprofen,Headache,10
q56jnhss,Diclofenac,Pain,8
ah9cnwzw,Minocycline,Rosacea,10
ag5hq426,Etonogestrel,Birth Control,3
0bxwv6b7,Etonogestrel,Birth Control,4
h180nsed,Medroxyprogesterone,Birth Control,1
ri7wfzyn,Clobex,Psoriasis,10
jz5ms7dy,Movantik,"Constipation, Drug Induced",3
d9v2s9o4,Etonogestrel,Birth Control,2
2btyqh0l,Azithromycin,Chlamydia Infection,10
4gjo72hx,AndroGel,"Hypogonadism, Male",1
zroskqmk,Etonogestrel,Birth Control,3
sr53cekh,Dilaudid,Pain,10
ypkia5x1,Citalopram,Anxiety and Stress,6
