UID,Drug_Name,Condition,Rating,Results
kfkumsux,Belviq,Weight Loss,1,0
ip32y0j5,Desogestrel / ethinyl estradiol,Birth Control,4,0
9vpzk6wu,Levonorgestrel,Birth Control,10,1
zcxemcn4,Etonogestrel,Birth Control,7,0
4owsb0bg,Myrbetriq,Overactive Bladde,10,1
ujf6v8x0,Zoloft,Postpartum Depression,10,1
ibjoj2z6,Buspirone,Panic Disorde,1,0
o80duxhs,Levomilnacipran,Major Depressive Disorde,1,0
eh8k8y4c,Lorcaserin,Weight Loss,9,1
oqvsiawe,Junel Fe 1.5 / 30,Birth Control,9,1
llilwq1u,Isotretinoin,Acne,10,1
xwfptmmv,Bupropion / naltrexone,,9,1
1bj49pjv,Xulane,Birth Control,1,0
suvmfqhn,Paroxetine,Depression,6,0
xroo7z7g,Levonorgestrel,Birth Control,2,0
y6ws3u6x,Cosentyx,Plaque Psoriasis,1,0
2bbqz4o7,Reclipsen,Birth Control,7,0
5ur9du2p,Citalopram,Anxiety and Stress,10,1
ss1upwwo,Levofloxacin,Bronchitis,4,0
9sso5gfj,Mirena,0</span> users found this comment helpful.,5,0
bbv6f5gf,Escitalopram,Anxiety,10,1
v4jochbe,Eluxadoline,Irritable Bowel Syndrome,8,1
qg541qho,Ethinyl estradiol / norgestimate,Acne,1,0
409pz4lw,Etonogestrel,Birth Control,10,1
i7wrqh2g,Paxil,Anxiety,9,1
1xvtmgzl,Prochlorperazine,Nausea/Vomiting,1,0
4q04teum,Accutane,Acne,8,1
upev67f7,Diphenhydramine,Insomnia,1,0
t98ed1gb,Imitrex,Migraine,9,1
m5ho3ccj,Tamsulosin,Overactive Bladde,5,0
tzq389yi,Aluminum chloride hexahydrate,Hyperhidrosis,10,1
b6eiamup,Nexplanon,Birth Control,1,0
iftvp09u,Cipro,Urinary Tract Infection,9,1
uzgfx0fc,Aluminum chloride hexahydrate,Hyperhidrosis,8,1
r2chpw7y,MiraLax,Constipation,10,1
812uc4w7,Zetia,"High Cholesterol, Familial Heterozygous",1,0
fnvwcebr,Lexapro,Depression,10,1
9le7uk7m,Sertraline,Panic Disorde,9,1
av7ducrk,Lortab,Pain,10,1
19sejitq,Tramadol,Pain,10,1
zar4py7o,Lamotrigine,Bipolar Disorde,10,1
tycbhz8a,Methylphenidate,ADHD,10,1
1t433pfu,Suprep Bowel Prep Kit,Bowel Preparation,7,0
7coajgjz,Narcan Injection,Reversal of Opioid Sedation,8,1
9n34d141,Esgic,Headache,9,1
j4uftwit,Diphenhydramine,Insomnia,8,1
zpk3gjwo,Gabapentin,Insomnia,1,0
yfpioqi5,Skyla,Birth Control,9,1
5z3s5pjl,Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,10,1
8pwe4ugb,Rituximab,Non-Hodgkin's Lymphoma,9,1
3xk2w0d2,Ethinyl estradiol / norethindrone,Birth Control,5,0
0q928h3b,Ativan,Status Epilepticus,10,1
ufw13pjx,Fluticasone / vilanterol,Asthma,6,0
2zhaknbi,Levonorgestrel,Birth Control,1,0
5d5xy8hp,Plan B,Emergency Contraception,10,1
xv5ecccb,Quetiapine,Major Depressive Disorde,10,1
pdjsy9a0,Voltaren Gel,Osteoarthritis,10,1
bd2ndoug,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,3,0
9fuiind8,Klonopin,Anxiety,8,1
6ubcjqfo,Celexa,Depression,10,1
dcjwfes7,Hydroxyzine,Anxiety,8,1
wsqwgx9u,Crestor,"High Cholesterol, Familial Homozygous",10,1
7s6283y5,Norethindrone,Birth Control,10,1
vhrikgpi,Amitriptyline,Migraine Prevention,10,1
00rk8fb5,Genvoya,HIV Infection,2,0
12y7adfi,Belviq,Weight Loss,9,1
q2a5aogo,Ropinirole,Restless Legs Syndrome,10,1
af5grv7l,Tacrolimus,Atopic Dermatitis,3,0
ul2ctjv6,Levonorgestrel,Birth Control,2,0
d0a8y5qh,Latuda,Bipolar Disorde,8,1
tjr6dvtt,Ethinyl estradiol / norelgestromin,Birth Control,1,0
00yt9sqw,Ethinyl estradiol / levonorgestrel,Polycystic Ovary Syndrome,6,0
8crvjzz4,Contrave,Weight Loss,1,0
1k99yv4i,Mucinex D,Cough and Nasal Congestion,5,0
c8yzoen7,Epiduo,Acne,7,0
i7navmbn,Tadalafil,Erectile Dysfunction,10,1
94mbxnss,Metronidazole,Bacterial Vaginitis,8,1
jn3aqdck,Adapalene,Acne,9,1
mg2zikyp,Ethinyl estradiol / norethindrone,Birth Control,10,1
ch6o1utt,Bupropion / naltrexone,Obesity,9,1
bnqmwst8,Klonopin,Bipolar Disorde,9,1
evgw0as5,Nabumetone,Rheumatoid Arthritis,10,1
awx8rcal,Duloxetine,ibromyalgia,4,0
q0ln8a1l,Supartz,Osteoarthritis,1,0
yci0a6bt,Levonorgestrel,Emergency Contraception,10,1
pc4x5e24,Levofloxacin,Sinusitis,1,0
zsna4xox,Sertraline,Depression,7,0
ly8b07no,Valtrex,"Herpes Simplex, Suppression",1,0
f6igj0pd,Tenuate,Obesity,5,0
l3ej1hdk,Ethinyl estradiol / norethindrone,Birth Control,10,1
bexn3fx4,Clonazepam,Periodic Limb Movement Disorde,8,1
2aku9prp,Bisacodyl,Constipation,5,0
cgx90xnt,Ethinyl estradiol / norethindrone,,7,0
sl6gsjz4,Tramadol,Depression,10,1
s21obnqy,Fluoxetine,Obsessive Compulsive Disorde,9,1
u7gj6e10,Imiquimod,Keratosis,9,1
36v9f1yz,Ethinyl estradiol / norethindrone,Birth Control,1,0
x7omipn2,Levonorgestrel,Emergency Contraception,10,1
b644j4xm,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
8su1zn3w,Exenatide,"Diabetes, Type 2",4,0
k2a0q9y8,Methylprednisolone,Allergic Rhinitis,2,0
svn4e6w6,Empagliflozin,"Diabetes, Type 2",10,1
b66bb2ri,Amoxicillin / clavulanate,Sinusitis,4,0
wlnclcvk,Beclomethasone,"Asthma, Maintenance",4,0
es3hubn4,Ropinirole,Restless Legs Syndrome,1,0
2ttwaegh,Aripiprazole,Depression,8,1
fw2aw6k8,Trazodone,Sedation,9,1
58hjolfz,Trazodone,Insomnia,10,1
18lp5tl5,Ethinyl estradiol / etonogestrel,Birth Control,7,0
fxre60s9,Vancomycin,Clostridial Infection,1,0
vyj6sht6,Fenofibric acid,High Cholesterol,8,1
c219cm3k,Victoza,"Diabetes, Type 2",9,1
qcvoxf4o,Phenergan,Sedation,3,0
gafcbmlh,Moxifloxacin,Sinusitis,1,0
ffk58hoo,Dulaglutide,"Diabetes, Type 2",5,0
60kgqlvu,Yaz,Birth Control,9,1
au1nf394,Nitrofurantoin,Urinary Tract Infection,7,0
s2zaqb14,Ethinyl estradiol / norelgestromin,Birth Control,10,1
wwq0sd2r,Mirena,Birth Control,3,0
eklwwu1j,Moxifloxacin,Sinusitis,8,1
qi2knswx,Lamotrigine,Bipolar Disorde,8,1
4ouhdjsr,Desvenlafaxine,Major Depressive Disorde,10,1
fzilbgjy,Tramadol,Pain,9,1
2ad1tu4s,Levonorgestrel,Emergency Contraception,10,1
w2hksewk,Clonazepam,Panic Disorde,8,1
xh3vtwy2,Panlor SS,Pain,8,1
lepft4qp,Ativan,Anxiety,9,1
a0d50oni,Buprenorphine,Chronic Pain,10,1
bxzqn3xs,Escitalopram,Anxiety,9,1
stz1rgrp,Klonopin,Anxiety,8,1
twf6g5t3,Nexplanon,Birth Control,5,0
iv18eiap,Drospirenone / ethinyl estradiol,Birth Control,2,0
dy6ejuq5,Silenor,Insomnia,8,1
sdrpgyo4,Medroxyprogesterone,Birth Control,10,1
tc4n9a7p,Adderall,ADHD,8,1
p02mvtm1,Toprol-XL,Supraventricular Tachycardia,10,1
ivu632j2,Silenor,Insomnia,10,1
qde4so1x,Buspirone,Panic Disorde,10,1
9tivuyh5,Depo-Provera,Birth Control,1,0
ep7ezoko,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
hqmf6r7t,Viibryd,Depression,1,0
ya410nbj,Topamax,Migraine Prevention,6,0
tyew8h5b,Plan B One-Step,Emergency Contraception,5,0
kv1zyy58,Amphetamine / dextroamphetamine,ADHD,9,1
9tqirekn,Tioconazole,Vaginal Yeast Infection,10,1
x32eqn6j,Mucinex D,Cough and Nasal Congestion,7,0
174q2pjw,Estrace Vaginal Cream,Hypoestrogenism,9,1
mduxxe5y,Oxymorphone,Pain,10,1
ic937w26,Venlafaxine,Depression,10,1
pamxy4av,Methylnaltrexone,"Constipation, Drug Induced",8,1
rbndy67n,Spironolactone,Acne,7,0
bk6sawaf,LoSeasonique,Birth Control,3,0
odddgza9,Linzess,Irritable Bowel Syndrome,9,1
z4sutqos,Morphine,Pain,8,1
pixbry0c,Cyclobenzaprine,Sciatica,10,1
8ra12yxn,Xanax,Anxiety,10,1
u5q0jnpn,Ethinyl estradiol / norgestimate,Birth Control,2,0
548yclab,Citalopram,Depression,10,1
he7l0w4o,Etonogestrel,Birth Control,8,1
d0gb2b4r,Adzenys XR-ODT,ADHD,3,0
wk2u2a9w,Benicar,High Blood Pressure,9,1
9pesnlrt,Skyla,Birth Control,8,1
qzdcje5w,Nexplanon,Birth Control,9,1
fr7iktd4,NuvaRing,Birth Control,1,0
f7ky61ds,Adipex-P,Weight Loss,9,1
qtn3ukf4,Canagliflozin,"Diabetes, Type 2",2,0
y48t5ki2,Levonorgestrel,Abnormal Uterine Bleeding,5,0
xpog8ghu,Zolmitriptan,Migraine,10,1
o49ah12j,Sofosbuvir / velpatasvir,Hepatitis C,5,0
ld06k56y,Terbinafine,"Onychomycosis, Toenail",1,0
wivzfv6t,Implanon,Birth Control,1,0
ee7q7jhv,Methadose,Pain,9,1
8ctsa9sd,Quetiapine,Bipolar Disorde,1,0
8kl5wyms,Calcitriol,Psoriasis,8,1
tf1qyty3,Alesse,Birth Control,5,0
cz42gvhy,Hyaluronan,Osteoarthritis,10,1
jzke8fop,Esomeprazole,Erosive Esophagitis,9,1
39yvniki,Emtricitabine / rilpivirine / tenofovir,HIV Infection,8,1
108refnh,Lexapro,Anxiety,7,0
6u6ff1d7,Mirena,Birth Control,7,0
35ujxvjo,Citalopram,Depression,9,1
86uauafy,Lo Loestrin Fe,Birth Control,10,1
6yz5ko85,Citalopram,Depression,10,1
343l2ha7,Exenatide,"Diabetes, Type 2",10,1
vl5t4ztc,Etonogestrel,Birth Control,1,0
nxeye1wd,Desvenlafaxine,Major Depressive Disorde,9,1
28mtmw2z,Quetiapine,Depression,9,1
w49cqg60,Medroxyprogesterone,Birth Control,2,0
a18rch1f,Ethinyl estradiol / norethindrone,Birth Control,10,1
2beyphz7,Nexplanon,Birth Control,5,0
uv7g3liw,Didrex,Obesity,10,1
0jyzk5kt,Invokana,"Diabetes, Type 2",1,0
hp0bp19e,Prozac,Obsessive Compulsive Disorde,10,1
l2pfl776,Dextroamphetamine,ADHD,10,1
mwzz1db5,Atomoxetine,ADHD,10,1
1h6jz1h5,Cyclobenzaprine,Muscle Spasm,10,1
5byak3tw,Etonogestrel,Birth Control,1,0
ya2hidlu,Zomig,Migraine,10,1
du2m30zw,Colesevelam,High Cholesterol,10,1
8kuovpcs,TriNessa,Birth Control,10,1
73vsu07m,Buprenorphine,Chronic Pain,10,1
f5ka7eru,Viorele,Birth Control,8,1
0p6x4lwx,Vortioxetine,Depression,2,0
442gq3k5,Fiorinal with Codeine,Headache,10,1
vl296i1b,Adderall XR,ADHD,10,1
ughtuxpu,Diazepam,Anxiety,10,1
nhvftcvo,Adderall,ADHD,9,1
57es391o,Liraglutide,Obesity,1,0
m81xn0fs,Liraglutide,"Diabetes, Type 2",10,1
sn1a7ikq,Codeine,Pain,10,1
y9yz8xrh,Epiduo,Acne,10,1
kgbvld0y,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,2,0
3u77cp37,Paroxetine,Hot Flashes,1,0
0gt21051,Kerydin,"Onychomycosis, Toenail",2,0
6io780dm,Amitiza,"Constipation, Drug Induced",8,1
d3a06n3f,Requip,Restless Legs Syndrome,1,0
8bectoh5,Ethinyl estradiol / levonorgestrel,Birth Control,3,0
ak11d8zi,Aripiprazole,Depression,10,1
ifnc53my,Lexapro,Bipolar Disorde,3,0
8seknsaq,Clarithromycin,Tonsillitis/Pharyngitis,1,0
ujtb7xgz,Testosterone,,8,1
9b6yz3f4,Plan B One-Step,Emergency Contraception,10,1
ioth30hh,Oxybutynin,Overactive Bladde,10,1
dp61v1ro,Varenicline,Smoking Cessation,1,0
gdra8xhj,Thyroid desiccated,Underactive Thyroid,10,1
85pu5mvm,Arimidex,Breast Cance,10,1
rn6rtu38,Pylera,Helicobacter Pylori Infection,7,0
mcuk184k,Dextroamphetamine,ADHD,10,1
tloaa3v1,Effexor,Depression,6,0
pdnunlc9,Etonogestrel,Birth Control,10,1
qa8fxbpe,Ortho Tri-Cyclen,Birth Control,3,0
c0v2iive,Nexplanon,Birth Control,10,1
gerhieav,Implanon,Birth Control,10,1
qzkpik3z,Phentermine / topiramate,Obesity,9,1
rxn5lges,Vyvanse,ADHD,9,1
05lnj3w0,Monodox,Acne,8,1
p5sig1en,Citalopram,Generalized Anxiety Disorde,9,1
finpjfuz,Implanon,Birth Control,5,0
jvs25q21,Docetaxel,Breast Cance,2,0
zmxmo1q8,Midazolam,Light Sedation,10,1
urm6lnzy,Tramadol,Pain,7,0
kc8hw8ql,Liraglutide,Obesity,4,0
y0m1utug,Prednisone,ibromyalgia,8,1
dqgj9hee,Tocilizumab,Juvenile Idiopathic Arthritis,9,1
j7fx64k1,Plan B,Emergency Contraception,10,1
qifqc89z,Etonogestrel,Birth Control,2,0
1xacvavs,Metoprolol,Atrial Fibrillation,10,1
yz5rr9wn,Doryx,Acne,6,0
cbzd8ybv,Isotretinoin,Acne,10,1
1fl0we2a,Levaquin,Bacterial Infection,10,1
epz7fvnx,Aluminum chloride hexahydrate,Hyperhidrosis,10,1
u4649rtx,Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,8,1
pbjme09f,Plan B One-Step,Emergency Contraception,10,1
77hizppz,Cefuroxime,Sinusitis,2,0
tg0tczni,Escitalopram,Anxiety,9,1
etpgwzrn,Enbrel,Psoriatic Arthritis,10,1
i74ohn9v,Dolutegravir,HIV Infection,9,1
kgaglp72,Fluvoxamine,Depression,10,1
0mtmodmo,Plan B,Emergency Contraception,10,1
2o4m99mv,Mirena,Birth Control,10,1
j6q2q0ko,Ethinyl estradiol / norgestimate,Birth Control,2,0
nge1itgk,Depakote,Epilepsy,10,1
31zn1fyt,Moxifloxacin,Pneumonia,9,1
92wtqk53,Oseltamivir,Swine Flu,8,1
vl3stglz,Testosterone,"Hypogonadism, Male",3,0
8t0jvrts,Zohydro ER,Pain,10,1
57av5x3o,Zoloft,Social Anxiety Disorde,4,0
hedazg99,Sitagliptin,"Diabetes, Type 2",10,1
987w5i6t,Adalimumab,Psoriatic Arthritis,9,1
yhoyu4fw,LoSeasonique,Polycystic Ovary Syndrome,10,1
q2lpwjt8,Duloxetine,Generalized Anxiety Disorde,10,1
xphifkmq,Octreotide,Carcinoid Tum,10,1
26f0xddj,Seroquel,Depression,9,1
a11ztdpg,Celexa,Depression,10,1
gt2pwc9b,Adapalene / benzoyl peroxide,Acne,9,1
l2gho0qf,Norethindrone,Birth Control,1,0
g9cccwo1,GoLYTELY,Bowel Preparation,1,0
tnroeb1b,Levonorgestrel,,2,0
fvfl0bn1,Eszopiclone,Insomnia,3,0
j9m5wk5q,Duloxetine,Depression,7,0
x6m02voy,Metronidazole,Giardiasis,9,1
lcuma3eh,Naproxen,Pain,10,1
4o84iira,Etonogestrel,Birth Control,5,0
qol5poan,Lexapro,Generalized Anxiety Disorde,9,1
t7txxn99,Lisdexamfetamine,Binge Eating Disorde,5,0
41i20yuy,Topamax,Tourette's Syndrome,9,1
4by61id3,Amitriptyline,Migraine Prevention,9,1
3kxszvha,Ethinyl estradiol / etonogestrel,Birth Control,10,1
uf7b9azg,Copper,Birth Control,5,0
t3etupgh,Lurasidone,Bipolar Disorde,3,0
bn2loscc,Bicalutamide,Prostate Cance,10,1
sh7fn4z4,Olanzapine,Depression,9,1
0ynor3i5,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,7,0
zhry4h3a,Humira,Psoriasis,10,1
jfbtjg83,Lexapro,Major Depressive Disorde,6,0
r8jki3x4,Hydroxychloroquine,Dermatomyositis,8,1
7njgmdd1,Liletta,Birth Control,10,1
d69o3z8d,Tegretol,Bipolar Disorde,9,1
qc6941pm,Xenical,Obesity,9,1
ww6uedar,Suboxone,Opiate Dependence,10,1
505i9na8,Medroxyprogesterone,Birth Control,5,0
ucxm2b2l,Ethinyl estradiol / levonorgestrel,Birth Control,10,1
fn4gzsw1,Eszopiclone,Insomnia,10,1
aof7xy13,Etonogestrel,Birth Control,1,0
k4q6nx73,Flonase,Allergic Rhinitis,9,1
m9evk9i5,Levonorgestrel,Emergency Contraception,5,0
sa5snfby,Tri-Sprintec,Abnormal Uterine Bleeding,2,0
gruevlu5,Oseltamivir,Influenza,10,1
a0kh4kap,Etonogestrel,Birth Control,6,0
6yvdv1xk,Metronidazole,Bacterial Vaginitis,5,0
pgy1a1d5,Gabapentin,Pain,7,0
oh7usp68,Benzoyl peroxide / erythromycin,Acne,8,1
2ma564ej,Fentanyl,Pain,9,1
f7lm2o14,Levonorgestrel,Emergency Contraception,10,1
daheoyro,Celecoxib,Osteoarthritis,7,0
olcuq6tm,Estradiol / levonorgestrel,Postmenopausal Symptoms,3,0
qos9vu3r,Depo-Provera,Abnormal Uterine Bleeding,1,0
zgka74sr,Clobetasol,Psoriasis,9,1
d8n0aokl,Nucynta,Pain,7,0
ee7lhyzr,Evamist,Postmenopausal Symptoms,6,0
nof2qx93,Ritalin,Narcolepsy,4,0
ddv86eoy,Ethinyl estradiol / etonogestrel,Birth Control,8,1
mrst93rh,BuSpar,Panic Disorde,3,0
1e3pthel,Glipizide,"Diabetes, Type 2",9,1
qav5okgk,Methylphenidate,Narcolepsy,9,1
zwslhjju,Dilaudid,Chronic Pain,10,1
ufjjengt,Benzonatate,Cough,8,1
ycs5rtoc,Doxycycline,Acne,8,1
uvv06b4n,Ethinyl estradiol / norgestimate,Birth Control,1,0
0jxffygz,Zoloft,Panic Disorde,3,0
febjiiwn,Drospirenone / ethinyl estradiol,Birth Control,5,0
mlrzfbc0,Lorcaserin,Weight Loss,9,1
6jyv0q5e,Bydureon,"Diabetes, Type 2",4,0
d67qcln4,Dicyclomine,Irritable Bowel Syndrome,9,1
ulwo6i38,Lexapro,Depression,9,1
k59gdemp,Escitalopram,Anxiety,9,1
vb3hygtv,Tarina Fe 1 / 20,Birth Control,7,0
t9ssj0uo,Valacyclovir,Cold Sores,9,1
klsl1nzn,Finacea,Acne,9,1
f9cgt2z3,Trileptal,Bipolar Disorde,7,0
rw2vmlno,Clindesse,Bacterial Vaginitis,10,1
p93gd7rj,Bactrim,Urinary Tract Infection,9,1
m1wm72do,OnabotulinumtoxinA,Migraine Prevention,1,0
2ocz784l,Desvenlafaxine,Depression,8,1
f7usy52w,Naproxen,Back Pain,9,1
crolji1q,Levonorgestrel,Birth Control,7,0
gfccstoz,Vyvanse,Binge Eating Disorde,10,1
ta2b91or,Implanon,Birth Control,6,0
etifey83,Ethinyl estradiol / norethindrone,Birth Control,1,0
r8m6cgv8,Aripiprazole,Tourette's Syndrome,10,1
v5y9s97b,Zoloft,Social Anxiety Disorde,10,1
e67ky5tr,Testosterone,"Hypogonadism, Male",9,1
2gws9j3g,Metronidazole,Trichomoniasis,10,1
9i798wge,Fluoxetine,Depression,9,1
vimfj9s8,Levonorgestrel,Birth Control,6,0
tatae3hs,Guanfacine,ADHD,8,1
s7kzp795,OnabotulinumtoxinA,acial Wrinkles,10,1
dme792yo,Drospirenone / ethinyl estradiol,Acne,1,0
qusjlntc,Liraglutide,Obesity,10,1
uxltqopq,Phentermine / topiramate,Obesity,1,0
1vvlzuue,Ethinyl estradiol / norethindrone,Birth Control,1,0
unr44dvp,Hydroxyzine,Anxiety,7,0
asuxx1ln,Zoloft,Social Anxiety Disorde,8,1
yff0lw9n,Magnesium citrate,Constipation,10,1
2o7e7r94,Depo-Provera,Endometriosis,10,1
vzbh457k,Doryx,Acne,9,1
lnabmwgp,Doxycycline,Pneumonia,1,0
tlluxd11,Medroxyprogesterone,Birth Control,2,0
9egy68c0,Dicyclomine,Irritable Bowel Syndrome,5,0
d0l0nqgh,Gabapentin,ibromyalgia,7,0
hadwwjkx,Ethinyl estradiol / norethindrone,Birth Control,8,1
vuvgvz4n,Diazepam,Muscle Spasm,10,1
gkl708nu,Rosuvastatin,"High Cholesterol, Familial Heterozygous",10,1
x6bvjkbk,Minastrin 24 Fe,Birth Control,6,0
pt3b4yc7,Primidone,Benign Essential Trem,9,1
lpf9lpky,Levonorgestrel,Emergency Contraception,10,1
av8b8g8c,Ultram,Pain,9,1
dgd0b4st,Lisdexamfetamine,ADHD,3,0
53tl0sea,Tri-Lo-Sprintec,Birth Control,2,0
2eq24jth,Etonogestrel,Birth Control,1,0
h2e6h076,Milnacipran,ibromyalgia,2,0
6z2avwqx,Paroxetine,Post Traumatic Stress Disorde,1,0
ks7s0uhf,Plan B,Emergency Contraception,4,0
7fwzohmu,Phentermine,Weight Loss,10,1
qjmyc2tu,Ethinyl estradiol / norgestimate,Birth Control,10,1
mx0lk0d8,Yasmin,Birth Control,1,0
m20jn63j,Isotretinoin,Acne,10,1
9m903raz,Estradiol,Atrophic Vaginitis,10,1
u0w518yg,Clonidine,Bipolar Disorde,6,0
qkedjzqs,ProAir HFA,"COPD, Maintenance",8,1
uqxnyt25,Topiramate,Migraine Prevention,9,1
a67st6gy,Cefprozil,Bronchitis,8,1
vjre36nt,Amitriptyline,Insomnia,9,1
e6401p1p,Phentermine,Weight Loss,4,0
73sxbpng,Fioricet,Headache,7,0
5omt75qr,Myrbetriq,Urinary Incontinence,7,0
cjzecgrb,Soma,Muscle Spasm,9,1
3wwgjug6,Nora-Be,Birth Control,10,1
cn7qo7hb,Comtan,Parkinson's Disease,1,0
5mka22hr,Etonogestrel,Birth Control,8,1
v5surcw0,Ethinyl estradiol / norgestimate,Birth Control,5,0
2gsso3p5,Alprazolam,Anxiety,8,1
q9nlwflu,Omega-3 polyunsaturated fatty acids,Hypertriglyceridemia,10,1
1zzyfmkb,Amphetamine / dextroamphetamine,ADHD,9,1
rqohygq6,Phentermine,Weight Loss,9,1
isw6jeir,Oxymetazoline,Nasal Congestion,1,0
z1mg2kc0,Bisacodyl,Constipation,4,0
xagh68jc,Metronidazole,Trichomoniasis,8,1
avvxppzm,Tenuate,Obesity,9,1
ua9xagq3,Zaleplon,Insomnia,1,0
dy21jno8,Miconazole,Vaginal Yeast Infection,5,0
jbb4qlab,Venlafaxine,Depression,1,0
jrbyxc2o,Implanon,Birth Control,1,0
8mvsqh6t,Adipex-P,Weight Loss,10,1
ku5v5cbm,Etonogestrel,Birth Control,1,0
f84gjxm1,Varenicline,Smoking Cessation,9,1
k751ryv4,Lisdexamfetamine,ADHD,10,1
qkwo747o,Oleptro,Depression,1,0
9qjnhn8h,Pristiq,Depression,2,0
grmef7ab,Miconazole,Vaginal Yeast Infection,6,0
fzpuu59i,Nexplanon,Birth Control,4,0
nhrzc7tj,Etonogestrel,Birth Control,1,0
mib0dy32,Minocycline,Acne,10,1
6wyb431b,Miconazole,Vaginal Yeast Infection,8,1
dc6xbxha,Tri-Sprintec,Acne,6,0
tfke4xfv,Adapalene,Acne,10,1
sdlls3ry,Wellbutrin,Depression,1,0
00cf294x,Atacand,High Blood Pressure,10,1
4nhy35xn,Alvesco,"Asthma, Maintenance",7,0
ik5w4t5e,Abilify,Bipolar Disorde,1,0
ngn9x3lc,Hydromet,Cough,1,0
9ka3jdbf,Symbyax,Depression,9,1
qh6ybagu,Namenda XR,28</span> users found this comment helpful.,3,0
4q5edir8,Bupropion,Smoking Cessation,9,1
u2qrxq6t,Medroxyprogesterone,Birth Control,6,0
oez3l9kn,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
58fth3xl,Diazepam,Temporomandibular Joint Disorde,10,1
2qmlg9qn,Mirena,Birth Control,10,1
spiud6ok,Rivaroxaban,Pulmonary Embolism,10,1
js7l86fh,Phentermine,Obesity,8,1
6f0q661e,Varenicline,Smoking Cessation,9,1
ff2zadol,Citalopram,Anxiety and Stress,10,1
2u49b7xo,Atomoxetine,ADHD,3,0
k1hwh640,Implanon,Birth Control,2,0
yzgnoee8,Xanax XR,Anxiety,9,1
md293k0m,Drospirenone / ethinyl estradiol,Birth Control,4,0
vv9l5hg1,Saphris,Bipolar Disorde,6,0
91lzomwp,Copper,Birth Control,9,1
5qh45bwu,Lamotrigine,Bipolar Disorde,10,1
9gozwdng,Phentermine / topiramate,Obesity,10,1
t2vukbwp,Levothyroxine,Underactive Thyroid,1,0
tg8jdol5,Buprenorphine,Chronic Pain,10,1
sva2otk4,Macrobid,Urinary Tract Infection,8,1
3qemb0x3,Belviq,Weight Loss,9,1
39rbo0f9,Amlodipine,High Blood Pressure,3,0
ucmpbk76,Mirtazapine,Major Depressive Disorde,8,1
x9m6fhcr,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,10,1
16032h3d,Leuprolide,Prostate Cance,9,1
2x7dfl1q,Adalimumab,Psoriatic Arthritis,8,1
4tsynits,Celebrex,Pain,8,1
h35iocue,Seroquel,Bipolar Disorde,3,0
w1nxt8iy,Amoxil,Sinusitis,2,0
oh2mxr1y,NuvaRing,Birth Control,6,0
dt125n8d,Levonorgestrel,Abnormal Uterine Bleeding,10,1
qdnbw6bo,Ethinyl estradiol / norethindrone,Birth Control,8,1
59yvbupx,Sildenafil,Erectile Dysfunction,10,1
r3in76wm,Liletta,Birth Control,9,1
j58qvyum,Levonorgestrel,Birth Control,9,1
n1kkcl1w,Voltaren,Sciatica,6,0
6e0xfi8b,Propranolol,Benign Essential Trem,10,1
yz0buegp,Sertraline,Depression,8,1
yvtsgqco,Codeine / guaifenesin,Cough,8,1
lqqsxhfl,Cymbalta,Depression,10,1
bxuzbogj,Ethinyl estradiol / norethindrone,Birth Control,1,0
7r6m6f6c,Suboxone,Opiate Dependence,8,1
97tcohzf,Quetiapine,Bipolar Disorde,9,1
r7m7gfi4,Clindamycin,Bacterial Infection,1,0
mkoeoaug,Plan B,Emergency Contraception,10,1
uqrwq5qk,Apremilast,Psoriatic Arthritis,1,0
9vvtiquw,Drospirenone / ethinyl estradiol,Birth Control,9,1
os9aqe77,Hydromorphone,Pain,10,1
ryksi3zz,Ibuprofen,Headache,10,1
q56jnhss,Diclofenac,Pain,8,1
ah9cnwzw,Minocycline,Rosacea,10,1
ag5hq426,Etonogestrel,Birth Control,3,0
0bxwv6b7,Etonogestrel,Birth Control,4,0
h180nsed,Medroxyprogesterone,Birth Control,1,0
ri7wfzyn,Clobex,Psoriasis,10,1
jz5ms7dy,Movantik,"Constipation, Drug Induced",3,0
d9v2s9o4,Etonogestrel,Birth Control,2,0
2btyqh0l,Azithromycin,Chlamydia Infection,10,1
4gjo72hx,AndroGel,"Hypogonadism, Male",1,0
zroskqmk,Etonogestrel,Birth Control,3,0
sr53cekh,Dilaudid,Pain,10,1
ypkia5x1,Citalopram,Anxiety and Stress,6,0
mhjmhlay,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
pqi6wjjo,Bepotastine,"Conjunctivitis, Allergic",9,1
zyzgk2z3,Metronidazole,Bacterial Vaginitis,4,0
4w9lbkz0,Etonogestrel,Birth Control,6,0
53lo5nip,Propafenone,Atrial Fibrillation,10,1
1jdcdwxo,Opdivo,Non-Small Cell Lung Cance,1,0
4l3w9lb4,Nuvigil,Hypersomnia,5,0
unjz4kzi,Siliq,Plaque Psoriasis,10,1
